"","sh","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"797",6000,307.088926174497,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,107.54,NA,NA,1.15
"798",10000,307.088926174497,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,107.54,NA,NA,1.15
"799",22.7,307.151342281879,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.87,NA,NA,1.15
"800",100,307.151342281879,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.87,NA,NA,1.15
"801",500,307.151342281879,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.87,NA,NA,1.15
"802",1000,307.151342281879,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.87,NA,NA,1.15
"803",6000,307.151342281879,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.87,NA,NA,1.15
"804",10000,307.151342281879,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.87,NA,NA,1.15
"805",22.7,307.213758389262,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.21,NA,NA,1.15
"806",100,307.213758389262,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.21,NA,NA,1.15
"807",500,307.213758389262,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.21,NA,NA,1.15
"808",1000,307.213758389262,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.21,NA,NA,1.15
"809",6000,307.213758389262,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.21,NA,NA,1.15
"810",10000,307.213758389262,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,106.21,NA,NA,1.15
"811",22.7,307.276174496644,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,105.55,NA,NA,1.15
"812",100,307.276174496644,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,105.55,NA,NA,1.15
"813",500,307.276174496644,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,105.55,NA,NA,1.15
"814",1000,307.276174496644,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,105.55,NA,NA,1.15
"815",6000,307.276174496644,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,105.55,NA,NA,1.15
"816",10000,307.276174496644,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,105.55,NA,NA,1.15
"817",22.7,307.338590604027,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.9,NA,NA,1.15
"818",100,307.338590604027,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.9,NA,NA,1.15
"819",500,307.338590604027,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.9,NA,NA,1.15
"820",1000,307.338590604027,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.9,NA,NA,1.15
"821",6000,307.338590604027,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.9,NA,NA,1.15
"822",10000,307.338590604027,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.9,NA,NA,1.15
"823",22.7,307.401006711409,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.24,NA,NA,1.15
"824",100,307.401006711409,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.24,NA,NA,1.15
"825",500,307.401006711409,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.24,NA,NA,1.15
"826",1000,307.401006711409,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.24,NA,NA,1.15
"827",6000,307.401006711409,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.24,NA,NA,1.15
"828",10000,307.401006711409,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,104.24,NA,NA,1.15
"829",22.7,307.463422818792,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,103.6,NA,NA,1.15
"830",100,307.463422818792,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,103.6,NA,NA,1.15
"831",500,307.463422818792,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,103.6,NA,NA,1.15
"832",1000,307.463422818792,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,103.6,NA,NA,1.15
"833",6000,307.463422818792,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,103.6,NA,NA,1.15
"834",10000,307.463422818792,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,103.6,NA,NA,1.15
"835",22.7,307.525838926174,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.95,NA,NA,1.15
"836",100,307.525838926174,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.95,NA,NA,1.15
"837",500,307.525838926174,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.95,NA,NA,1.15
"838",1000,307.525838926174,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.95,NA,NA,1.15
"839",6000,307.525838926174,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.95,NA,NA,1.15
"840",10000,307.525838926174,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.95,NA,NA,1.15
"841",22.7,307.588255033557,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.31,NA,NA,1.15
"842",100,307.588255033557,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.31,NA,NA,1.15
"843",500,307.588255033557,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.31,NA,NA,1.15
"844",1000,307.588255033557,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.31,NA,NA,1.15
"845",6000,307.588255033557,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.31,NA,NA,1.15
"846",10000,307.588255033557,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,102.31,NA,NA,1.15
"847",22.7,307.65067114094,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.67,NA,NA,1.15
"848",100,307.65067114094,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.67,NA,NA,1.15
"849",500,307.65067114094,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.67,NA,NA,1.15
"850",1000,307.65067114094,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.67,NA,NA,1.15
"851",6000,307.65067114094,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.67,NA,NA,1.15
"852",10000,307.65067114094,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.67,NA,NA,1.15
"853",22.7,307.713087248322,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.04,NA,NA,1.15
"854",100,307.713087248322,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.04,NA,NA,1.15
"855",500,307.713087248322,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.04,NA,NA,1.15
"856",1000,307.713087248322,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.04,NA,NA,1.15
"857",6000,307.713087248322,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.04,NA,NA,1.15
"858",10000,307.713087248322,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,101.04,NA,NA,1.15
"859",22.7,307.775503355705,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,100.41,NA,NA,1.15
"860",100,307.775503355705,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,100.41,NA,NA,1.15
"861",500,307.775503355705,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,100.41,NA,NA,1.15
"862",1000,307.775503355705,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,100.41,NA,NA,1.15
"863",6000,307.775503355705,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,100.41,NA,NA,1.15
"864",10000,307.775503355705,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,100.41,NA,NA,1.15
"865",22.7,307.837919463087,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.79,NA,NA,1.15
"866",100,307.837919463087,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.79,NA,NA,1.15
"867",500,307.837919463087,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.79,NA,NA,1.15
"868",1000,307.837919463087,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.79,NA,NA,1.15
"869",6000,307.837919463087,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.79,NA,NA,1.15
"870",10000,307.837919463087,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.79,NA,NA,1.15
"871",22.7,307.90033557047,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.17,NA,NA,1.15
"872",100,307.90033557047,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.17,NA,NA,1.15
"873",500,307.90033557047,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.17,NA,NA,1.15
"874",1000,307.90033557047,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.17,NA,NA,1.15
"875",6000,307.90033557047,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.17,NA,NA,1.15
"876",10000,307.90033557047,"bare",NA,NA,0,NA,NA,0.14,NA,NA,0,NA,NA,99.17,NA,NA,1.15
"877",22.7,307.962751677852,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,98.55,NA,NA,1.15
"878",100,307.962751677852,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,98.55,NA,NA,1.15
"879",500,307.962751677852,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,98.55,NA,NA,1.15
"880",1000,307.962751677852,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,98.55,NA,NA,1.15
"881",6000,307.962751677852,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,98.55,NA,NA,1.15
"882",10000,307.962751677852,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,98.55,NA,NA,1.15
"883",22.7,308.025167785235,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.93,NA,NA,1.15
"884",100,308.025167785235,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.93,NA,NA,1.15
"885",500,308.025167785235,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.93,NA,NA,1.15
"886",1000,308.025167785235,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.93,NA,NA,1.15
"887",6000,308.025167785235,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.93,NA,NA,1.15
"888",10000,308.025167785235,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.93,NA,NA,1.15
"889",22.7,308.087583892617,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.32,NA,NA,1.15
"890",100,308.087583892617,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.32,NA,NA,1.15
"891",500,308.087583892617,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.32,NA,NA,1.15
"892",1000,308.087583892617,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.32,NA,NA,1.15
"893",6000,308.087583892617,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.32,NA,NA,1.15
"894",10000,308.087583892617,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,97.32,NA,NA,1.15
"895",22.7,308.15,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,96.71,NA,NA,1.15
"896",100,308.15,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,96.71,NA,NA,1.15
"897",500,308.15,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,96.71,NA,NA,1.15
"898",1000,308.15,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,96.71,NA,NA,1.15
"899",6000,308.15,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,96.71,NA,NA,1.15
"900",10000,308.15,"bare",NA,NA,0,NA,NA,0.13,NA,NA,0,NA,NA,96.71,NA,NA,1.15
